545,2014-01-01 00:00:00.0,6411,Flint Electric Membership Corp,GA,Cooperative,SERC,381.2,540.2,0,1829007,0,0,0,0,0,0,0,1777953,0,0,48467,187877.5,0,0,0,0,8113.6,2587
546,2014-01-01 00:00:00.0,6417,City of Flora - (IL),IL,Municipal,None,25.3,18.1,66,124391,0,0,0,0,0,0,0,115924,0,0,6918,12292,0,0,0,0,226,1615
547,2014-01-01 00:00:00.0,6422,City of Florence - (AL),AL,Municipal,SERC,268,328.5,0,1305079,0,0,0,0,0,0,0,1233753,0,0,71046,122363,0,0,0,0,4357,280
548,2014-01-01 00:00:00.0,6424,Florence Utility Comm,WI,Municipal,MISO,3.2,3.3,0,17305,0,0,0,0,0,0,0,16322,0,0,983,2199.9,0,0,0,0,31.2,0
549,2014-01-01 00:00:00.0,6427,City of Floresville,TX,Municipal,TRE,82.2,87.6,0,359517,0,0,0,0,0,0,0,350950,0,93,8081,38741.1,0,0,0,0,0,393
550,2014-01-01 00:00:00.0,6431,"Flint Hills Rural E C A, Inc",KS,Cooperative,SPP,19.2,17.8,0,88578,0,0,0,4349,4223,126,0,83393,0,5,5304,11874.2,0,0,0,0,130.1,2
551,2014-01-01 00:00:00.0,6442,Fleming-Mason Energy Coop Inc,KY,Cooperative,RFC,132.1,187.3,0,958271,0,0,0,0,0,0,0,930172,0,0,27422,75176.5,0,0,0,0,0,677
552,2014-01-01 00:00:00.0,6443,"Florida Keys El Coop Assn, Inc",FL,Cooperative,FRCC,157,117,0,740651,0,0,0,763656,723803,39853,0,679462,0,0,99049,79534,0,0,0,0,6028,1993
553,2014-01-01 00:00:00.0,6452,Florida Power & Light Co,FL,Investor Owned,FRCC,22935,17830,110932636,8359313,0,0,0,13862305,13520793,341512,0,104431096,8765314,0,6313816,10526025,0,514429,-42,0,148916,123235
554,2014-01-01 00:00:00.0,6455,"Duke Energy Florida, Inc",FL,Investor Owned,FRCC,9219,8330,34758994,6132923,0,0,0,15238636,15009869,228767,0,37240099,1487950,0,2222011,4363362.7,0,214741.2,138966.1,0,223333.9,170624
555,2014-01-01 00:00:00.0,6457,Florida Public Utilities Co,FL,Investor Owned,FRCC,138,185.1,0,678278,0,0,0,0,0,0,0,648235,0,0,29378,84346,0,0,0,0,-3133,665
556,2014-01-01 00:00:00.0,6458,First Energy Solutions Corp.,OH,Retail Power Marketer,RFC,0,0,0,71726851,0,0,0,0,0,0,0,71726851,0,0,0,4064416.3,0,0,0,0,0,0
557,2014-01-01 00:00:00.0,6491,Foley Board of Utilities,AL,Municipal,SERC,232,286,0,1067404,0,0,0,0,0,0,0,1037783,0,0,29621,119105,0,0,0,0,2040,0
558,2014-01-01 00:00:00.0,6567,Florida Municipal Power Agency,FL,Municipal,FRCC,1348.4,1160.2,7959798,99997,0,0,0,0,0,0,-153860,0,7752075,0,153860,0,0,532577.2,0,0,73110.2,0
559,2014-01-01 00:00:00.0,6579,City of Forest City- (IA),IA,Municipal,MRO,16.8,13.3,224,69613,0,0,0,0,0,0,0,66331,0,0,3506,5790.9,0,0,0,0,17.2,0
560,2014-01-01 00:00:00.0,6580,Town of Forest City,NC,Municipal,SERC,24.9,24.5,377,126481,0,0,0,0,0,0,0,115259,0,0,11599,12374,0,0,0,0,0,0
561,2014-01-01 00:00:00.0,6582,City of Forest Grove,OR,Municipal,WECC,39,62.3,0,270397,0,0,0,0,0,0,0,251235,0,0,19162,14348,0,0,0,0,416,0
562,2014-01-01 00:00:00.0,6604,City of Fort Collins - (CO),CO,Municipal,WECC,281.6,244.1,0,1475103,0,0,0,0,0,0,0,1433244,0,8543,33316,114115.3,0,0,0,0,11838.6,0
563,2014-01-01 00:00:00.0,6608,Fort Loudoun Electric Coop,TN,Cooperative,SERC,123.2,228.7,0,658025,0,0,0,0,0,0,0,626127,0,0,30954,67313,0,0,0,0,3478,944
564,2014-01-01 00:00:00.0,6610,City of Fort Morgan,CO,Municipal,WECC,42.9,41.3,0,242113,0,0,0,0,0,0,0,242113,0,0,0,22163,0,0,0,0,263,0
565,2014-01-01 00:00:00.0,6611,Fort Belknap Electric Coop Inc,TX,Cooperative,TRE,25,27,0,140974,0,0,0,0,0,0,0,129472,0,0,11502,13076,0,0,0,0,75,0
566,2014-01-01 00:00:00.0,6612,Fort Payne Improvement Authority,AL,Municipal,SERC,62,74.8,0,333758,0,0,0,0,0,0,0,319865,0,0,13511,30297,0,0,0,0,687,382
567,2014-01-01 00:00:00.0,6615,City of Fort Pierre - (SD),SD,Municipal,MRO,5.7,6,55,26566,0,0,0,0,0,0,0,26465,0,0,0,2308,0,0,0,0,307,156
568,2014-01-01 00:00:00.0,6616,Fort Pierce Utilities Authority,FL,Municipal,FRCC,106,89,0,540489,0,0,0,0,0,0,0,518446,0,0,21253,63875,0,0,0,0,1053,790
569,2014-01-01 00:00:00.0,6617,Fort Valley Utility Comm,GA,Municipal,SERC,26.7,22.9,0,125976,0,0,0,0,0,0,0,120390,0,0,5586,12089,0,0,0,0,0,0
570,2014-01-01 00:00:00.0,6638,City of Fountain,CO,Municipal,WECC,50.3,39.5,0,218988,0,0,0,0,0,0,0,206411,0,0,12577,23109,0,0,0,0,0,0
